Cell.type,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
T cell ,ENSG00000236452,7.3180854831932844,2.1199550368691047,0.5698399814815516,3.7202637683606232,1.9901481818302238e-4,0.03592188162487756,NA
T cell ,ENSG00000242371,7329.857219776531,-2.8510754823886804,0.7666957804363893,-3.7186528935452077,2.002880489372543e-4,0.03592188162487756,IGKV1-39
Mono,ENSG00000167608,41.87748560095708,0.7484583415967341,0.21641792617798708,3.458393464971958,5.434071379453827e-4,0.03645356217050276,TMC4
Mono,ENSG00000109743,1550.8274555632595,0.27914878187325426,0.0807366107954297,3.45752415320679,5.451633710848755e-4,0.03645453468628257,BST1
Mono,ENSG00000163220,36339.340679851564,0.5950708851851682,0.1721980606018088,3.4557351174889908,5.487943342142494e-4,0.036580463105427515,S100A9
Mono,ENSG00000102970,441.2382199881334,-1.9634527162114679,0.5688885041549103,-3.4513840618526768,5.577193144821304e-4,0.036626765833243646,CCL17
Mono,ENSG00000115271,2762.1273339712416,0.32679871948245653,0.09470022911421629,3.4508757005044868,5.587708511068736e-4,0.036626765833243646,GCA
Mono,ENSG00000180316,22.688316272819762,0.7686658795231845,0.2226551150640936,3.4522713718115843,5.558883441184578e-4,0.036626765833243646,PNPLA1
Mono,ENSG00000198203,66.56547367510147,-0.7181258468716236,0.20809628306701722,-3.450930676355963,5.586570455279418e-4,0.036626765833243646,SULT1C2
Mono,ENSG00000211962,58.25589257599941,-1.913444680994596,0.5541808737242631,-3.4527439897657763,5.549153804524108e-4,0.036626765833243646,IGHV1-46
Mono,ENSG00000262801,9.994542526498066,0.5607979435545725,0.1625365597216029,3.450288012217821,5.599887752813171e-4,0.036626765833243646,NA
Mono,ENSG00000132613,9.796285956192772,-0.8811140316029394,0.2554699281628879,-3.4489931474092725,5.626809812429613e-4,0.036668829323249164,MTSS2
Mono,ENSG00000140939,308.8854445486407,-0.33809036789800145,0.09806641853728791,-3.4475651598253174,5.656639423289544e-4,0.036668829323249164,NOL3
Mono,ENSG00000237803,26.368631626119676,0.5443314170926394,0.15789555067210917,3.4474145393939253,5.659794344717908e-4,0.036668829323249164,LINC00211
Mono,ENSG00000260672,20.22801482045357,-0.6265316195688897,0.18178129496063433,-3.4466231506633744,5.676397850326197e-4,0.036668829323249164,NA
Mono,ENSG00000060982,2788.719251776399,-0.3210708682912081,0.0931822980140501,-3.4456208435941,5.697491572673102e-4,0.03669184572801478,BCAT1
Mono,ENSG00000253763,11.132250042567954,-2.583402611472336,0.7503114008796185,-3.4431072331350894,5.750712421476631e-4,0.03692098496365211,IGHV3-6
Mono,ENSG00000189143,91.23743545125191,-0.9855897240227941,0.2864511245572003,-3.440690713106227,5.802313671040654e-4,0.037045222722128845,CLDN4
Mono,ENSG00000205038,5.83515587970904,-1.1562774996146725,0.3360740433880252,-3.4405438990706423,5.805462519282495e-4,0.037045222722128845,PKHD1L1
T cell ,ENSG00000260135,5.451179541333043,1.0489477274932244,0.28337053004857854,3.7016824837551106,2.1417453565436502e-4,0.037816606222288614,NA
Mono,ENSG00000108651,1452.9115913527335,0.18049622713233465,0.052577528067023184,3.432953844886872,5.970437246834134e-4,0.037857594849589116,UTP6
Mono,ENSG00000108666,244.93106500974486,-0.2967049311270883,0.08640936946218346,-3.4337124894417776,5.953753432610466e-4,0.037857594849589116,C17orf75
Mono,ENSG00000162723,195.89708129240157,-0.9750970230898717,0.28416690482075574,-3.4314235984128225,6.004222323194469e-4,0.037857594849589116,SLAMF9
Mono,ENSG00000254709,669.7472481205562,-1.676508089376303,0.4885808788229824,-3.4313829338043296,6.005122546614231e-4,0.037857594849589116,IGLL5
Mono,ENSG00000159640,339.5390352429906,-0.6588363189781319,0.19207694652293386,-3.430064517916872,6.034377476085671e-4,0.03792778395629823,ACE
Mono,ENSG00000100373,52.323292450856016,0.7937602459194413,0.23153312612046245,3.428279396644359,6.074199759656254e-4,0.038063772745390835,UPK3A
Mono,ENSG00000227268,15.953757241074328,0.7209709651152243,0.21035546573989705,3.4273935434922307,6.094051940225045e-4,0.038074181226540355,KLLN
T cell ,ENSG00000204217,416.2776466132431,-0.3681660170275483,0.09967841248853977,-3.693538127624947,2.2115533305487462e-4,0.03811945653401402,BMPR2
T cell ,ENSG00000211595,74.9171809055626,-2.598080734658415,0.7034073339669471,-3.693565035789772,2.2113192144497198e-4,0.03811945653401402,IGKJ3
T cell ,ENSG00000271699,92.09155190063238,1.2376658777530718,0.3347438905729315,3.6973516548270453,2.178604533491204e-4,0.03811945653401402,NA
Mono,ENSG00000100721,17.32744590275,0.9591325563262026,0.28011976129321403,3.424008902114675,6.170459960326393e-4,0.038436823502866486,TCL1A
T cell ,ENSG00000275475,120.82355517752445,4.000341673799338,1.0845345283469978,3.6885332548116208,2.2555054988369373e-4,0.03857092001869339,IGHV3-54
T cell ,ENSG00000007908,125.35820674657722,-1.5468903922926385,0.41961683481000994,-3.686435490589944,2.2741705518197557e-4,0.038586278159704265,SELE
Mono,ENSG00000047849,3262.5758509234834,-0.22554458442678432,0.0659802113945798,-3.41836710825259,6.299807334500087e-4,0.0385873988907994,MAP4
Mono,ENSG00000096872,561.2900915033968,-0.3884998351807244,0.11360271475233057,-3.419811190495818,6.266461307443918e-4,0.0385873988907994,IFT74
Mono,ENSG00000131188,31.323738166543507,0.8969001704517744,0.2624498988655626,3.417414806896926,6.321887647119931e-4,0.0385873988907994,PRR7
Mono,ENSG00000162641,28.310843280326175,-0.5826438356173519,0.17031368452492793,-3.421004232528792,6.239036127351261e-4,0.0385873988907994,AKNAD1
Mono,ENSG00000171346,35.39859294353762,-1.0650155466534077,0.31125215738417783,-3.4217129789685647,6.222796661526384e-4,0.0385873988907994,KRT15
Mono,ENSG00000188641,2925.9005579719437,0.19510197785039188,0.057091811426170404,3.417337319953362,6.323687443642711e-4,0.0385873988907994,DPYD
Mono,ENSG00000243981,9.297095465710203,0.953745068508975,0.27893287769594666,3.4192637181645313,6.27908389152657e-4,0.0385873988907994,NA
Mono,ENSG00000184371,473.43161538160274,-0.9631630754293458,0.2820178892728906,-3.4152552446676694,6.372226848160653e-4,0.038770554631396066,CSF1
Mono,ENSG00000143322,1150.1898232953436,-0.32071290869442565,0.09398928077553122,-3.4122285653016586,6.443406165445336e-4,0.03900209697645389,ABL2
Mono,ENSG00000179271,963.9998931050231,-0.20494305166758733,0.06006443525754587,-3.412053252291928,6.447551626303414e-4,0.03900209697645389,GADD45GIP1
Mono,ENSG00000095370,832.4990501200612,0.36870236468399764,0.10815246954298492,3.409097972908125,6.517806738443161e-4,0.039247976645906305,SH2D3C
Mono,ENSG00000145632,2200.650343503504,0.4771683328813337,0.1399826498961376,3.4087676811045977,6.525702758134445e-4,0.039247976645906305,PLK2
Mono,ENSG00000235824,16.64559957734203,-0.6320394327790572,0.1854639372293146,-3.4078831832281216,6.546891565195341e-4,0.03926259038955257,LINC00837
T cell ,ENSG00000114812,152.36057101132684,0.9695961827403161,0.2637788686710725,3.6757917251869983,2.371129131884497e-4,0.03931006296661641,VIPR1
T cell ,ENSG00000211596,209.9845814356469,-2.83292874318053,0.7701608138400434,-3.678360015560215,2.3473846672470014e-4,0.03931006296661641,IGKJ2
T cell ,ENSG00000247134,52.17551260926085,0.8294745312784096,0.2255765638157914,3.677130803161665,2.3587210560262732e-4,0.03931006296661641,NA
Mono,ENSG00000225101,63.875255052359975,0.9353248921542351,0.2747161278239862,3.4046959658426337,6.623775536368364e-4,0.03961017770748281,NA
Mono,ENSG00000166546,63.20174368149672,-0.9527160519848333,0.27991562936298436,-3.403582908724921,6.650822569039225e-4,0.03965860865241908,BEAN1
T cell ,ENSG00000148671,157.50220473557394,-1.175284058108578,0.3201523290829077,-3.6710151741679895,2.415889951132245e-4,0.03974871057476523,ADIRF
T cell ,ENSG00000188783,450.40878664681213,-1.3555811473216626,0.3694894869393046,-3.668794905507938,2.436964756870029e-4,0.039793985405791946,PRELP
Mono,ENSG00000120868,381.39177632931,0.3750832521192157,0.11031238457473469,3.400191678977835,6.733863042292263e-4,0.03992627577200484,APAF1
Mono,ENSG00000125965,9.905948011031295,-1.3817814682658922,0.4063584444121433,-3.4004005263501793,6.728721306753307e-4,0.03992627577200484,GDF5
Mono,ENSG00000046604,15.691635949323354,-0.8576063360596106,0.2523186144155329,-3.398902368127525,6.765686307064968e-4,0.04000164248781632,DSG2
Mono,ENSG00000166704,193.80670863299835,-0.47991481560084576,0.14133941946158812,-3.395477478462917,6.850900988827242e-4,0.04010203479977749,ZNF606
Mono,ENSG00000186854,176.5689023944243,-0.5057411280017379,0.14896023726062174,-3.395141799599111,6.85930647793614e-4,0.04010203479977749,TRABD2A
Mono,ENSG00000258740,7.365241244816852,1.0667109298979776,0.3141634235686357,3.395401405361028,6.852805040330418e-4,0.04010203479977749,NA
Mono,ENSG00000276651,27.896237664417324,0.8923714213113922,0.2627195921084956,3.396668722532382,6.821149130710719e-4,0.04010203479977749,NA
Mono,ENSG00000226856,8.204059187800546,-1.8255129002942625,0.5381268241345218,-3.392346968078138,6.929662881024615e-4,0.04018322680628132,THORLNC
Mono,ENSG00000235613,21.651556181778275,-1.220696378524653,0.3597424928982401,-3.393250457265135,6.906845634248464e-4,0.04018322680628132,NSRP1P1
Mono,ENSG00000258590,14.272605113624518,1.0625396258753874,0.3132207881055671,3.3923023829352985,6.93079067227308e-4,0.04018322680628132,NA
Mono,ENSG00000132661,687.4601939049443,0.41713529578403497,0.12309729648380366,3.388663339482187,7.023418411256859e-4,0.04060777551038842,NXT1
Mono,ENSG00000169228,1213.9010209471996,0.4529997086724943,0.13380780625680225,3.3854505304653375,7.106151681416471e-4,0.04097293517687239,RAB24
T cell ,ENSG00000182791,8.91804998499467,-2.2496635079370897,0.6148697463340983,-3.6587643502542777,2.534342383469704e-4,0.041075259615070914,CCDC87
Mono,ENSG00000137831,917.651406562544,-0.2851515264452933,0.08429209748332303,-3.3828975071086558,7.172539477806194e-4,0.041242101997385615,UACA
T cell ,ENSG00000012124,186.24507509824525,1.2975590996068536,0.3555069195495971,3.6498842308070176,2.6235852605198504e-4,0.041289148324616026,CD22
T cell ,ENSG00000080189,1628.8472505123327,0.162031746358584,0.04436182000080171,3.65250448145851,2.5969506260788334e-4,0.041289148324616026,SLC35C2
T cell ,ENSG00000160796,1243.0345846849516,-0.31287252929843107,0.08560196227451833,-3.6549691267015008,2.572129287548141e-4,0.041289148324616026,NBEAL2
T cell ,ENSG00000168398,32.236374593171476,-0.7096812597191151,0.19434382667110336,-3.65167894383463,2.6053146696532274e-4,0.041289148324616026,BDKRB2
Mono,ENSG00000179165,7.282154925609328,1.0585654079186366,0.3132495284938897,3.3793040743213285,7.266958381801366e-4,0.04167053121400071,PXT1
T cell ,ENSG00000102221,36.05675744538906,1.7019788641196993,0.46701118765083494,3.644407048749759,2.6800897154181507e-4,0.04187495571183554,JADE3
Mono,ENSG00000140527,34.07411349851436,-0.46292231047073956,0.13707529192690232,-3.3771389720446527,7.324403402264124e-4,0.04188518120475085,WDR93
Mono,ENSG00000213297,134.78161178916324,0.4733790930879077,0.14023275629539597,3.3756670380973564,7.363697663292852e-4,0.04199514770918785,NA
Mono,ENSG00000111880,340.4772232894378,0.3012549647974389,0.08935445426473829,3.371459959957725,7.477090669099773e-4,0.042525953180504956,RNGTT
Mono,ENSG00000011198,422.28756370920695,0.4472791154088755,0.13272145981379335,3.370058738326137,7.515216232870619e-4,0.04258280459502307,ABHD5
Mono,ENSG00000234857,160.9600750946243,-0.8273148922103716,0.24552328243465227,-3.3695985325976863,7.52777720982252e-4,0.04258280459502307,HNRNPUL2-BSCL2
T cell ,ENSG00000118729,34.420524243014604,-1.5680855122058839,0.43110641785903836,-3.6373513528128707,2.754560655938973e-4,0.04273110594691616,CASQ2
Mono,ENSG00000136205,2307.8063450352947,-0.27632397548706367,0.08205811376623785,-3.3674180748809137,7.587556649841208e-4,0.04280527242080229,TNS3
T cell ,ENSG00000140682,81.52346998957674,-0.7411661331206211,0.20391485736138493,-3.6346843124191826,2.78321225320329e-4,0.04286936433692841,TGFB1I1
Mono,ENSG00000086730,4269.651220161443,0.2182949664180078,0.06484881238036735,3.3662137887369465,7.620762028291185e-4,0.04287702936885336,LAT2
Mono,ENSG00000173320,46.034063932522464,-1.0782724627038385,0.32042558544471017,-3.3651259814578562,7.650871706052006e-4,0.042908973840610334,STOX2
Mono,ENSG00000173457,146.3368935906581,-0.4058168717762889,0.12061624952262714,-3.364529019783186,7.667442052741646e-4,0.042908973840610334,PPP1R14B
T cell ,ENSG00000109390,1071.2305186932056,-0.1783187168709846,0.04909255875769104,-3.6322962457736727,2.809103636402026e-4,0.04296345970097126,NDUFC1
Mono,ENSG00000111863,243.68089965870215,-0.7458878537445963,0.22191901636423714,-3.3610812897636753,7.763797209987687e-4,0.04321709457580912,ADTRP
Mono,ENSG00000213047,622.4359847175111,-0.2932269113887644,0.08723325795327598,-3.361411900330755,7.754509002354811e-4,0.04321709457580912,DENND1B
Mono,ENSG00000162104,191.41317240421756,0.41003498242568104,0.12210768749051011,3.3579784438841975,7.851473577964052e-4,0.04358921538111077,ADCY9
Mono,ENSG00000070540,1224.9585636138731,-0.26932843499486636,0.08024398138463017,-3.356369292095634,7.897304047252824e-4,0.04372766500238138,WIPI1
Mono,ENSG00000174628,271.278490241592,-0.4928931545098598,0.14688552143171552,-3.355627904680838,7.918503046915716e-4,0.04372935851502532,IQCK
Mono,ENSG00000142405,410.20896716573793,0.5637485612970934,0.16804690153271443,3.354709644481877,7.944832708994447e-4,0.04375930226296152,NLRP12
Mono,ENSG00000203950,685.6306560318122,-0.13354434025704726,0.03984307024043417,-3.3517582719195596,8.030009933974249e-4,0.0441123642829609,RTL8A
Mono,ENSG00000134049,1561.4777585535041,-0.1788440523940619,0.053396521256920224,-3.3493577518569824,8.099913550453096e-4,0.04437989283010034,IER3IP1
Mono,ENSG00000215374,7.1483906588868145,-1.0223451197934077,0.3053132706719383,-3.348511899084551,8.124679188477498e-4,0.0443993565051786,FAM66B
Mono,ENSG00000170006,482.9704220790103,0.43363874329066443,0.12953855941616266,3.3475649663320164,8.152487682876806e-4,0.04443530395901343,TMEM154
Mono,ENSG00000188981,28.78611189795816,-0.8139390538325569,0.24345969141850068,-3.343218949675811,8.281253203151693e-4,0.04501990377713375,MSANTD1
T cell ,ENSG00000180785,14.413946299058143,-1.2405193509316175,0.34311333495183094,-3.615479856257326,2.9979178707718326e-4,0.04553061560658927,OR51E1
Mono,ENSG00000235945,10.864626968965917,-1.0054732016465104,0.30127215260391454,-3.337424959313833,8.455855200623549e-4,0.04575638830148336,NA
Mono,ENSG00000270846,7.3599385374849415,1.2035829377681007,0.36064852453429236,3.3372739825354745,8.460450201946516e-4,0.04575638830148336,NA
T cell ,ENSG00000173918,31.1592400799095,-0.9089005367068995,0.25170826622893777,-3.6109284384018663,3.051028448936562e-4,0.046015441565280736,C1QTNF1
Mono,ENSG00000187801,60.68351185446084,-1.3354737041682747,0.4005771269229552,-3.3338740891841594,8.564541760850828e-4,0.046199963673868,ZFP69B
T cell ,ENSG00000112799,118.22871715492666,2.0103423386682455,0.5573340679181331,3.6070688199228207,3.096755464315874e-4,0.046382989775180794,LY86
Mono,ENSG00000114739,64.13684200404951,-0.5492012773133651,0.16486877808595776,-3.3311417946400232,8.649053404527566e-4,0.046416586604297934,ACVR2B
Mono,ENSG00000132463,2802.005995708987,0.13579866051884573,0.04076178498048555,3.3315189848496205,8.637340838178648e-4,0.046416586604297934,GRSF1
Mono,ENSG00000072832,29.32622768150217,0.6823649656255545,0.2050143847111564,3.3283760385249774,8.735387022503461e-4,0.046522048443001895,CRMP1
Mono,ENSG00000123094,97.15755366792683,-0.41397154071841336,0.12435264108617754,-3.329012854914173,8.715438164039096e-4,0.046522048443001895,RASSF8
Mono,ENSG00000211651,1814.1272366781232,-2.1902877892521464,0.6580154812614541,-3.328626531784992,8.727535045261039e-4,0.046522048443001895,IGLV1-44
Mono,ENSG00000105849,1334.1746777444644,0.3657690453345606,0.10999193663017225,3.32541690364442,8.828641267816667e-4,0.04666249033722294,POLR1F
Mono,ENSG00000125746,185.85138687159179,0.34264778491839476,0.10303307240130309,3.3256096992217925,8.822537508639643e-4,0.04666249033722294,EML2
Mono,ENSG00000136573,24.695857472046146,0.7650377694957605,0.23000710398748,3.3261484372995884,8.805502209939248e-4,0.04666249033722294,BLK
T cell ,ENSG00000105492,32.61089569200064,0.9386339150667911,0.2606652179831601,3.600917384871157,3.1709633319129037e-4,0.04716916550855099,SIGLEC6
Mono,ENSG00000256347,32.71840728351903,0.5679964889834264,0.17101603287452238,3.3213054906973305,8.959740957373475e-4,0.0472361154251453,NA
Mono,ENSG00000121486,587.1913317571953,0.320864744410005,0.09663347752431524,3.3204304825857887,8.987874009702011e-4,0.0472653776439857,TRMT1L
Mono,ENSG00000270228,74.27800606403714,-0.43916794670462905,0.13233968197961987,-3.3184902678869994,9.050547630353264e-4,0.04747567967501098,NA
Mono,ENSG00000240972,7147.632611204455,-0.4021927226723318,0.12122597823131756,-3.317710680006946,9.075844079535946e-4,0.04748935414617184,MIF
Mono,ENSG00000272512,10.037461716981113,0.7934427809486826,0.23946659759846198,3.313375597707071,9.2177102690979e-4,0.047997308764140836,NA
Mono,ENSG00000276791,48.723050332217255,0.6527549153174159,0.19700795234782917,3.3133429769623644,9.218785534249698e-4,0.047997308764140836,NA
Mono,ENSG00000120451,658.1324682013185,-0.20277464194873282,0.061239560949854464,-3.311170733486696,9.29065048944091e-4,0.0482514428645157,SNX19
Mono,ENSG00000138685,36.33080023460706,-1.084374183899577,0.3276273891305485,-3.3097787910139904,9.336973020819343e-4,0.048371991417264566,FGF2
Mono,ENSG00000150977,2119.061870049851,0.33921557550473874,0.10257230868889541,3.307087262056163,9.427152048760222e-4,0.04871859071124727,RILPL2
Mono,ENSG00000142583,1298.7655324574807,-0.5847570312526267,0.17686951594737815,-3.3061493277711143,9.458766417313797e-4,0.04876157170304871,SLC2A5
Mono,ENSG00000147894,3278.5578287035028,0.23879661895420362,0.07228248100746996,3.303658308705887,9.543207061404648e-4,0.04883602048782378,C9orf72
Mono,ENSG00000170345,247368.62095285693,0.34136259569763483,0.10329953979435195,3.304589704631959,9.511553178310991e-4,0.04883602048782378,FOS
Mono,ENSG00000218713,15.038119355748622,0.7025396279032042,0.21261880191039476,3.3042215532720376,9.524053316180164e-4,0.04883602048782378,NA
Mono,ENSG00000006704,115.90381687257384,-0.5255431116614544,0.15922762331661633,-3.300577504799137,9.648605958562075e-4,0.04896022654384846,GTF2IRD1
Mono,ENSG00000102763,171.91091418100487,-0.481892707898337,0.1460359878201112,-3.2998216062463857,9.674630567822875e-4,0.04896022654384846,VWA8
Mono,ENSG00000169641,940.0189054990609,-0.25138003304878304,0.07621770428907966,-3.2981842656313165,9.731225151572365e-4,0.04896022654384846,LUZP1
Mono,ENSG00000170476,374.37638095313883,-1.1908666404111041,0.3609716649630147,-3.2990585023705967,9.700969174769046e-4,0.04896022654384846,MZB1
Mono,ENSG00000213347,109.44545706584353,0.48776199141380044,0.14787634093011318,3.2984450950427444,9.722189116313306e-4,0.04896022654384846,MXD3
Mono,ENSG00000247626,180.9910428699661,-0.7358065356394267,0.22304877233680367,-3.298859383670396,9.707852692594633e-4,0.04896022654384846,MARS2
Mono,ENSG00000282600,121.37555292761233,-2.471989284389077,0.7490280663747866,-3.3002625607251717,9.659441186424658e-4,0.04896022654384846,IGHV3-69-1
Mono,ENSG00000110328,38.33251072642717,-1.5683621536265058,0.47614684718298506,-3.293862309296733,9.882089351743012e-4,0.04960003120671013,GALNT18
Mono,ENSG00000186074,943.5380221917542,0.5258976625441467,0.1597693670155889,3.291605095317391,9.961738774723603e-4,0.049880189606450964,CD300LF
Mono,ENSG00000118564,3692.041088708052,0.32967656460411926,0.10022138808496353,3.2894831223514203,0.0010037157598592613,0.050137877932826584,FBXL5
Mono,ENSG00000250241,16.20478404755198,0.4085163365985434,0.1242491016714973,3.2878816112378937,0.001009442788016364,0.050303898936148804,PCDH10-DT
T cell ,ENSG00000138615,46.586996392054175,-1.428309379510189,0.39876177089629916,-3.5818613612327224,3.4115483354057145e-4,0.05040272567914375,CILP
Mono,ENSG00000196914,340.11951514603567,-0.370280696532343,0.11267941370381729,-3.2861432657578593,0.0010156933636614037,0.050495159385827035,ARHGEF12
Mono,ENSG00000184313,302.13382207699476,-0.6628364110036433,0.2017845475255173,-3.2848720039864414,0.0010202871027308522,0.05055594464467374,MROH7
Mono,ENSG00000260314,6500.292442344606,-0.4494307239295777,0.1368351199038327,-3.284469105924241,0.0010217469940132344,0.05055594464467374,MRC1
Mono,ENSG00000229433,11.80329338274454,0.6908563355368615,0.21046789547354042,3.282478470089109,0.0010289884304232127,0.05079416945461755,LINC02069
Mono,ENSG00000091490,316.0394088011451,-0.4976158503442268,0.1517165236758237,-3.279905433421968,0.001038418873601662,0.050996469816269145,SEL1L3
Mono,ENSG00000134602,321.55251922184374,0.4187639970839017,0.12769652903118012,3.279368674004057,0.001040396206953986,0.050996469816269145,STK26
Mono,ENSG00000138439,435.4260379075074,0.3534379013573396,0.10774315879686203,3.2803744135969524,0.0010366940750282604,0.050996469816269145,FAM117B
T cell ,ENSG00000240671,2228.3022381054016,2.4524544235934225,0.6858387604586182,3.5758469264021677,3.4909588440756455e-4,0.05122746228083438,IGKV1-8
T cell ,ENSG00000182308,55.576316095714844,-0.8245466439818411,0.2307971412982776,-3.5726033665044987,3.5344989697749395e-4,0.051518287668169224,DCAF4L1
Mono,ENSG00000082438,54.46078823127032,-0.5727373021515544,0.175080536065296,-3.271279121158008,0.0010706218475602712,0.05199098670402895,COBLL1
Mono,ENSG00000104332,42.17322480242678,-0.8568652807411522,0.2619267697021379,-3.271392541188425,0.0010701925102495119,0.05199098670402895,SFRP1
Mono,ENSG00000154277,67.63848077226952,-0.8184820722040259,0.2500933838211956,-3.272705817716474,0.0010652328517452034,0.05199098670402895,UCHL1
Mono,ENSG00000196586,477.87051897404393,-0.684424855350128,0.20918734188351784,-3.2718272969462823,0.0010685482716991778,0.05199098670402895,MYO6
T cell ,ENSG00000132744,19.19336452854716,1.8343013725887576,0.5140363050442929,3.568427666661991,3.591299689621684e-4,0.05199723110613582,ACY3
Mono,ENSG00000111676,206.15777013221984,-0.3347140697790576,0.10234608518148537,-3.2704139995733623,0.001073901903235507,0.05202955285814621,ATN1
Mono,ENSG00000225224,8.309719362343026,-0.8336699844045473,0.2549998021317356,-3.2692965933121174,0.0010781522380603746,0.05211484143788369,RPS27AP12
Mono,ENSG00000107331,221.77108928748598,-0.47445015019226083,0.14525109096104408,-3.266413677536556,0.0010891900948335122,0.05252707070245487,ABCA2
T cell ,ENSG00000125538,144.6850639826984,1.385970124026595,0.3892699059562656,3.5604348109620076,3.7024121954662095e-4,0.05291223982978506,IL1B
T cell ,ENSG00000174473,19.81004026492696,1.1763908237924885,0.330571745711268,3.5586550848782643,3.7275866534474235e-4,0.05291223982978506,GALNTL6
T cell ,ENSG00000269404,140.29460140831014,1.0428073064338879,0.2930270385295474,3.5587408986790012,3.72636914332884e-4,0.05291223982978506,SPIB
Mono,ENSG00000088992,120.53536540547161,0.8321366454299501,0.2550027239047925,3.2632461045421444,0.001101438264777353,0.052995638808712636,TESC
T cell ,ENSG00000106819,83.31078477082099,-1.333884109528404,0.37505306130792865,-3.556521055652041,3.757983736166801e-4,0.052997331676669215,ASPN
Mono,ENSG00000157833,43.53093609752851,-0.4066236771010661,0.12475725540493673,-3.2593188731288465,0.0011168006666181151,0.053488874032762354,GAREM2
Mono,ENSG00000161905,150.57164678678012,-1.9123681525415264,0.5867184919388557,-3.2594305085254103,0.0011163612533230094,0.053488874032762354,ALOX15
Mono,ENSG00000232859,298.40108992463524,-0.3640721423975228,0.11175945715971257,-3.257640576020664,0.0011234259930978647,0.05368334711310116,LYRM9
Mono,ENSG00000095713,674.1560352207159,-1.1282129680176651,0.3464193223317477,-3.256784178271772,0.0011268207346572954,0.05372291110792072,CRTAC1
Mono,ENSG00000198018,108.31106008559821,-0.5745076520693989,0.1764615888755577,-3.255709391093304,0.0011310945865176517,0.053804112945032845,ENTPD7
Mono,ENSG00000106415,125.9438954500593,-0.42975995448848114,0.13209571642111728,-3.2533981126111535,0.0011403361106962846,0.05399826877120642,GLCCI1
Mono,ENSG00000198515,44.70609193474308,-0.75370100332453,0.23165033197969861,-3.253615036435963,0.0011394657935474898,0.05399826877120642,CNGA1
Mono,ENSG00000087157,700.9209949819972,0.2729206500200758,0.08395813966908444,3.250675290040666,0.0011513126980594367,0.05417039489990264,PGS1
Mono,ENSG00000188677,550.0445141886856,-0.199997788875492,0.06152697381249067,-3.2505708713222976,0.0011517355819616185,0.05417039489990264,PARVB
Mono,ENSG00000228329,35.856418802094495,0.5779997734576686,0.17778136203986755,3.2511831770534636,0.001149257859435187,0.05417039489990264,LINC01890
Mono,ENSG00000231327,11.352196564121215,0.8458575607056291,0.2602737895331129,3.2498760717433526,0.001154553098848928,0.054181157755399244,LINC01816
Mono,ENSG00000119285,293.5603793967531,-0.45814530742432924,0.14100943825852214,-3.2490400152107584,0.0011579518782623547,0.0542190890649465,HEATR1
Mono,ENSG00000125995,1945.0604895382223,-0.1278546588937355,0.039446974824168556,-3.2411777953477166,0.001190369156573376,0.05536539210462391,ROMO1
Mono,ENSG00000204138,1444.795114023293,-0.18403821955157293,0.056773675489431324,-3.2416118555831828,0.0011885578076475851,0.05536539210462391,PHACTR4
Mono,ENSG00000211952,68.93533255779654,-2.215355813954748,0.6834005260530073,-3.2416653624040612,0.0011883346981591172,0.05536539210462391,IGHV4-28
Fibro,ENSG00000232035,59.58564059289569,-2.3842758392242014,0.5567020455084711,-4.282858053892171,1.8450788532226685e-5,0.055436419188882424,NA
Mono,ENSG00000052795,811.3826700732048,-0.45962558546416776,0.14196374016606525,-3.237626628648347,0.0012052843705826475,0.0559348156902324,FNIP2
Mono,ENSG00000004399,2619.4200299611193,-0.22766319192912746,0.07034677882142568,-3.236298743785374,0.0012109058128063992,0.05601236430538248,PLXND1
Mono,ENSG00000188735,153.5258548391829,-0.4380227497139912,0.1353624182145332,-3.235925861044959,0.0012124887170469319,0.05601236430538248,TMEM120B
Mono,ENSG00000198865,467.5827872493937,-0.5208934661670303,0.16100120932003306,-3.2353388422792206,0.0012149845117929519,0.05601236430538248,CCDC152
Mono,ENSG00000198952,1172.765492169418,-0.23093116580060377,0.07140427490237097,-3.2341364171311784,0.0012201116169551548,0.05601236430538248,SMG5
Mono,ENSG00000213654,1173.8278778351357,0.20304015376122414,0.06278135136660452,3.2340838376605556,0.001220336269625151,0.05601236430538248,GPSM3
Mono,ENSG00000100060,1794.6856748991847,0.198460921485406,0.06141860674209763,3.231283352270781,0.001232357065717422,0.05644033563559222,MFNG
T cell ,ENSG00000156959,22.83993615202405,-0.9039737834866364,0.2555209718287741,-3.5377674756669046,4.0352524668835167e-4,0.05654039553275885,LHFPL4
T cell ,ENSG00000128923,970.0939102988182,-0.17551409796896342,0.049653286795596344,-3.5347931485681516,4.080944861554067e-4,0.056814077245661045,MINDY2
T cell ,ENSG00000135842,3137.741025901544,-0.30429060819473724,0.08612893215282745,-3.5329662238793698,4.1092496743582954e-4,0.05684374804312958,NIBAN1
Mono,ENSG00000140459,8.464250720923651,-0.8073052197802407,0.2500600200199631,-3.228445793597037,0.0012446484502382958,0.05687880363206884,CYP11A1
Mono,ENSG00000013619,47.84569969324743,-0.705275406403217,0.21880643193178956,-3.223284618173741,0.0012672956350152185,0.0569195228344818,MAMLD1
Mono,ENSG00000111057,70.51152209115423,-0.89317263618739,0.2769554541828487,-3.224968574179834,0.001259864975094835,0.0569195228344818,KRT18
